Code;Libellé;Nb de pers. âgées de 65 ans ou + 2020;Taux d'emploi des femmes de 25-54 ans 2020;Taux d'emploi des hommes de 25-54 ans 2020;Part des pers., dont le diplôme le plus élevé est le bepc ou le brevet, dans la pop. non scolarisée de 15 ans ou + 2020;Part des diplômés d'un BAC+2 dans la pop. non scolarisée de 15 ans ou + 2020;Part des diplômés d'un BAC+3  ou BAC+4 dans la pop. non scolarisée de 15 ans ou + 2020;Part des diplômés d'un BAC+5 ou plus dans la pop. non scolarisée de 15 ans ou + 2020;Part des locataires HLM dans les rés. principales 2020;Part des pers. âgées de 25 à 64 ans 2020;Part des pers. âgées de 65 ans ou + 2020;Créations d'entreprises (en nombre) 2022
01336;Saint-André-sur-Vieux-Jonc;223;85.1;93;4.6;14.4;9.7;3.2;12.9;50;18.8;16
01337;Saint-Bénigne;269;78.2;95.3;4.6;12.5;5.6;3;3.9;49.2;20.1;12
01338;Groslée-Saint-Benoit;240;82.6;88.3;6.6;10.6;8.3;3.6;3;50.6;19.3;17
01339;Saint-Bernard;372;92.5;94.4;4.1;15.3;12.1;14.7;3.7;49.1;25.1;26
01342;Sainte-Croix;69;88;94.6;4.1;13.7;10.9;13.4;1.5;55.3;12.6;8
01343;Saint-Cyr-sur-Menthon;282;88.8;92.6;4.1;13;7;4;8.2;53.6;15.5;11
01344;Saint-Denis-lès-Bourg;1453;82.4;91;5.7;12.4;10.3;8.6;14.1;48.7;24.3;63
01345;Saint-Denis-en-Bugey;452;86.3;92.2;7;11.2;5.6;4.1;9;50.5;20.1;21
01346;Saint-Didier-d'Aussiat;153;92.1;92.7;2.2;12.3;7.2;4.3;2.3;52.1;18;10
01347;Saint-Didier-de-Formans;362;88.7;93;4;16.4;11.7;13.3;2.8;52;17.5;29
01348;Saint-Didier-sur-Chalaronne;582;83;91.9;6;10.4;5.9;4.5;11.4;49.9;19.4;39
01349;Saint-Éloi;101;88.6;96.4;5.5;16.9;7.4;10.6;0;56.5;19.4;8
01350;Saint-Étienne-du-Bois;593;85.5;94.5;3.8;11.1;7;3.8;12.1;49.9;23.4;32
01351;Saint-Étienne-sur-Chalaronne;213;84.3;91.6;5.9;10.9;7.7;4.8;1.7;53.2;13.3;18
01352;Saint-Étienne-sur-Reyssouze;115;82.6;89.6;4.8;9.5;4.9;4.4;1.8;48.7;19.7;5
01353;Sainte-Euphémie;200;91.5;93.1;4.6;19.2;9.7;10.1;4.6;55.7;11.6;24
01354;Saint-Genis-Pouilly;1246;70.2;89.9;3.9;10.2;12.1;26.8;17.5;57.9;8.7;148
01355;Saint-Genis-sur-Menthon;69;82.6;86.6;4;14;6.5;3.2;9.6;56.8;14.2;4
01356;Saint-Georges-sur-Renon;28;90;92.9;4.1;19.9;8.9;6.2;2.5;53.6;13.9;3
01357;Saint-Germain-de-Joux;81;73.3;85.8;5.1;9.3;5.9;6.1;19;55.4;16.1;3
01358;Saint-Germain-les-Paroisses;116;82.5;94.4;5.6;10.1;7.4;10.5;1.6;47.3;27.2;5
01359;Saint-Germain-sur-Renon;47;93.3;100;4.6;10.9;5.2;6.2;0;50.7;18.6;3
01360;Saint-Jean-de-Gonville;211;75.5;86.8;2.7;13.4;10.8;16.9;3.6;58.8;10.9;21
01361;Saint-Jean-de-Niost;248;88;94.9;4.6;18.7;12.6;11.2;1.6;54.3;15.5;31
01362;Saint-Jean-de-Thurigneux;127;89;94.7;3.6;14.7;10.7;12;1.6;52.3;15.7;10
01363;Saint-Jean-le-Vieux;327;81;92.3;3.9;13.9;7.1;6.2;6.7;53.4;18.3;19
01364;Saint-Jean-sur-Reyssouze;177;85.7;88.4;4.2;12.7;4.7;2.1;7;49.7;23.1;8
01365;Saint-Jean-sur-Veyle;237;87.8;91;5.4;14.2;6.7;5.3;7.2;48.6;20.3;11
01366;Sainte-Julie;112;84.7;93.9;5.3;14.2;8.2;4.9;1.3;55;10.3;15
01367;Saint-Julien-sur-Reyssouze;151;84.7;87.9;5.8;10.2;6.7;3.4;6;46.7;20.8;4
01368;Saint-Julien-sur-Veyle;125;82.1;92;5.1;14.3;6.2;3.7;4.4;50.9;14.8;10
01369;Saint-Just;189;80.7;89.1;5;15.3;8.4;6.2;6.1;55.6;19.8;15
01370;Saint-Laurent-sur-Saône;356;74.7;86.2;6.2;12;6.7;5.7;28.5;54.6;21.3;30
01371;Saint-Marcel;118;89.2;94.9;4.5;14.5;8.3;6.9;12.2;57.5;9.7;11
01372;Saint-Martin-de-Bavel;78;87.8;90.5;4;10.7;9.6;10.8;0.6;50.4;17.7;3
01373;Saint-Martin-du-Frêne;188;83.6;93.6;6.8;12.5;6.5;4.2;6.4;54.2;18.6;13
01374;Saint-Martin-du-Mont;350;89.9;92.5;5.5;14.9;10.3;6.4;1.9;52.6;18.6;17
01375;Saint-Martin-le-Châtel;139;87.9;90.4;4.4;16.6;6.4;5;4.1;53.5;17.6;6
01376;Saint-Maurice-de-Beynost;767;77.2;85.5;4.3;10.3;7.3;8;21.5;49.8;18.9;68
01378;Saint-Maurice-de-Gourdans;394;89.1;95.5;5;14.8;8.5;8.5;0.1;54.6;14.6;32
01379;Saint-Maurice-de-Rémens;117;86.5;94.2;6.1;12.4;5.5;4.1;6.9;51.7;15.4;19
01380;Saint-Nizier-le-Bouchoux;158;84.9;91.2;6;7.1;5.8;4.1;6.6;48.9;25.8;8
01381;Saint-Nizier-le-Désert;109;87;90.9;5.2;12.5;6.7;4.5;5.1;53.1;11.9;9
01382;Sainte-Olive;47;87.4;95.7;4.8;20.4;8.3;8.4;4.3;53;15.4;4
01383;Saint-Paul-de-Varax;260;82.8;85.8;5.7;10.5;6.2;4.4;16.3;50;16.4;12
01384;Saint-Rambert-en-Bugey;456;73.3;80.9;6.2;7.8;5.9;2.9;11.9;48.9;21;24
01385;Saint-Rémy;213;94.7;97.6;4.6;13.1;13.1;9.1;15.6;50.8;22.1;16
01386;Saint-Sorlin-en-Bugey;205;88.6;93.3;5.5;13.8;10.1;9.5;0.2;52.5;18.4;7
01387;Saint-Sulpice;30;88.1;96.4;3;13.1;7.1;5.4;1;52.7;11.7;3
01388;Saint-Trivier-de-Courtes;372;76.3;83.8;4.6;8.4;3.8;1.8;17.4;42.7;33.3;9
01389;Saint-Trivier-sur-Moignans;363;85.3;91.3;3.8;10.5;7.7;5.6;5.7;51.7;19.9;31
01390;Saint-Vulbas;196;87;92.2;4.5;13.4;6.5;4.1;0;55.2;15.7;21
01391;Salavre;95;95.3;100;7.7;5.4;5.8;3.5;0;47.9;34.7;4
01392;Samognat;94;92.4;95.5;4.7;15.1;10.1;3.5;0;57;14.3;5
01393;Sandrans;79;92.3;96.3;4.1;14.2;12.9;7.9;1.4;53.2;14.2;10
01396;Sault-Brénaz;202;72.2;86.8;4.8;8.3;5.8;3.4;16.2;50.9;20.5;11
01397;Sauverny;180;79.8;92.2;4.5;11.4;13.1;20.7;21.4;54;18.3;8
01398;Savigneux;184;91.6;95.5;4;16.2;9.5;8.6;7;53.4;12.8;20
01399;Ségny;270;79.8;93.2;4.3;9.4;15.7;21.7;7.1;56;12.6;26
01400;Seillonnaz;31;81.8;76;5.6;9.3;6.5;5.6;0;54;22.6;3
01401;Sergy;309;77.7;94.1;3.3;8.9;12.9;27.5;9;53.2;14;25
01402;Sermoyer;151;88.4;90.4;5.1;13.7;5.5;3.1;4;52.1;23.3;12
01403;Serrières-de-Briord;269;78.5;89.3;5.8;9.5;5.8;3.2;14.6;50.2;20.5;10
01404;Serrières-sur-Ain;36;76.2;70.8;8.4;10.3;7.5;4.7;0;54.5;26.9;1
01405;Servas;173;82.5;92.6;4.7;11.7;6.7;4.3;17.6;53.5;13.6;18
01406;Servignat;38;80.8;90.6;4.3;5.8;6.5;5.8;7.5;52.3;21.8;3
01407;Seyssel;186;78.3;87.3;5.7;11.5;8.3;8;11.3;52.2;18.5;8
01408;Simandre-sur-Suran;119;82.9;83.7;5.7;14.1;6.7;3.3;2.8;52;18.1;7
01410;Sonthonnax-la-Montagne;51;91.3;90.9;3.6;18.5;8.4;8.8;3.1;57.2;16.9;2
01411;Souclin;53;89.5;96.7;3.3;13.6;6.3;4.1;0;52.6;19.7;4
01412;Sulignat;92;84.4;92.4;3.8;11.6;8.8;5;6.3;53.4;15.1;9
01415;Talissieu;170;79.8;78.7;6;8.8;6.5;4.4;0;47.1;32.4;7
01416;Tenay;258;66.5;73.6;6.8;7.8;4;3.3;7.3;48.8;25.5;14
01418;Thil;172;86.1;90.8;3.4;13.4;8.8;14.7;2.6;53.4;15.6;21
01419;Thoiry;708;80.2;91.4;4.1;10.1;13.7;25.5;13;58;11.6;49
01420;Thoissey;478;77;86.8;8.9;7.9;5.3;2.7;31.8;44.4;28.7;26
01421;Torcieu;137;89.3;90.9;5.4;10.9;4.6;3;2.5;52.5;18.7;6
01422;Tossiat;262;86.8;93.5;4.5;15.8;9.2;6.3;4.5;53.9;19.3;11
01423;Toussieux;119;87.4;92.7;4.3;15.9;11.1;10.1;6.3;55.7;10.1;14
01424;Tramoyes;272;89.4;93.1;5.3;16.5;12.4;13.7;4.7;54.5;14.9;26
01425;La Tranclière;63;90.9;96.7;4.7;10.2;8.5;5.5;0;51.9;22.3;0
01426;Val-Revermont;479;87.8;93.2;3.7;13.9;8.9;6.5;5.7;52.9;19.1;32
01427;Trévoux;1056;79.6;88;4.6;14.5;9.9;10.2;22.5;52.4;15.2;124
01428;Valeins;19;95.8;92;6;12;8.4;3.6;0;47.6;15.1;0
01429;Vandeins;116;86.8;94.2;5.4;13.2;7.2;3.4;7.1;53;16.2;10
01430;Varambon;104;92.6;92.2;4;13.8;5.7;7.2;8.4;55;16.4;6
01431;Vaux-en-Bugey;228;85.6;93.3;4.8;13.6;8.5;6.7;4.6;52;18.6;14
01432;Verjon;62;84.9;88.7;4.3;12.7;9.3;4;7.6;51.5;18.7;1
01433;Vernoux;34;84.4;92.3;3.1;5.3;1.8;2.2;2.9;55.9;11.1;2
01434;Versailleux;67;89.1;96;3.3;16.3;11.2;9.9;11.5;53.7;13.7;5
01435;Versonnex;268;78.7;88.7;3.8;11;11.8;17.8;19.8;54.8;12.5;15
01436;Vesancy;85;86.9;92.6;2.3;11.6;17.9;23.1;0;56.9;17.2;7
01437;Vescours;46;79.5;85.7;4.3;9.3;3.1;1.9;0;49.8;20.6;1
01439;Vésines;14;94.1;95.7;2.7;10.8;6.8;1.4;0;59.6;14.1;1
01441;Vieu-d'Izenave;101;88.1;90.9;4;12.9;5.6;3.6;7.7;53.9;13.6;9
01443;Villars-les-Dombes;1080;85.5;87.3;5.3;12.6;7.5;6.6;18.7;50.4;21.8;74
01444;Villebois;222;83;87.3;5.8;12.6;6.6;4.8;7;54;18.6;7
01445;Villemotier;107;90.3;97.4;4.8;13.9;8;3.6;1.6;51.4;17;9
01446;Villeneuve;199;89.9;95.9;5.8;12.8;9.4;6;0.9;53.8;12.7;24
01447;Villereversure;317;78;88.6;5.4;9.6;5.8;3.9;8.7;49.2;23.6;13
01448;Villes;61;93.8;98.9;5.7;14.9;8.4;4.7;0;56.5;15.5;6
01449;Villette-sur-Ain;127;88.7;91.4;3.8;16.1;12.1;10.5;3.1;52.7;16.7;11
01450;Villieu-Loyes-Mollon;605;88.3;94.8;3.9;14.7;10;12;4.1;51.6;16.1;48
01451;Viriat;1292;82.8;89.7;5.2;13.8;7.7;5.3;12.1;50.9;19.4;77
01452;Virieu-le-Grand;201;76.2;81.4;8;7.8;6.6;5.4;10.8;52.7;17.9;17
01453;Arvière-en-Valromey;176;86.9;84;4.5;10.4;9.9;7.6;5.9;52.3;24.7;8
01454;Virignin;155;84.9;88.8;3.8;11.3;8.9;5.9;9.3;53.5;13.8;15
01456;Vongnes;27;87.5;88.9;5.3;14;5.3;12.3;0;42.3;38;1
01457;Vonnas;727;81.5;90;4.7;11.1;7;4.2;12.5;45.2;22.7;33
02001;Abbécourt;79;74.5;84.6;3.8;7.6;5.1;3;1;54.1;15.6;7
02002;Achery;108;82.1;91.5;6.6;12.8;6.9;3.5;0;48.1;17.9;4
02003;Acy;204;86.2;92.1;4.6;11.3;8.8;5.5;3.4;51.2;20;9
02004;Agnicourt-et-Séchelles;40;75;90;4.2;6.2;4.2;5.6;0;52.4;21.6;0
02005;Aguilcourt;59;88.3;98.5;7.8;12.5;5.4;6;0;55.8;15.4;2
02006;Aisonville-et-Bernoville;56;71;88.9;8.2;8.7;6.2;1.9;0.8;55.8;21.6;1
02007;Aizelles;27;95.2;80.8;6.9;23.5;2.9;4.9;0;51.2;22.4;0
02008;Aizy-Jouy;39;82.8;85;6.3;11.4;7.9;4.9;0;54.7;13.1;1
02009;Alaincourt;111;81.8;83.7;5.9;10.4;7.2;3.2;0;47.4;20.9;4
02010;Allemant;20;74.4;90.9;10.7;10.7;7.4;1.7;0;54.8;11.9;2
02011;Ambleny;250;87;92.2;5.4;15;8.3;6.3;3.4;51.7;21.5;15
02012;Ambrief;7;93.3;82.4;1.8;14.5;9.1;16.4;0;63.4;9.9;1
02013;Amifontaine;62;79.1;97.3;5.7;10.2;11.4;4.3;0;54.8;15.8;3
02014;Amigny-Rouy;135;86.5;87.1;6.3;12.3;9.1;4.9;0;51.7;18.7;6
02015;Ancienville;14;80;100;4.9;8.2;16.4;8.2;0;55.1;19.2;0
02016;Andelain;33;75.6;90.7;4.7;12.8;4.7;2.7;0;51.4;15.3;2
02017;Anguilcourt-le-Sart;41;69.4;87.3;3.8;12.3;9.7;8.3;0;51.9;13.4;5
02018;Anizy-le-Grand;535;70.3;82.4;7.3;12.4;6.1;3.5;11.1;48.6;20.7;22
02019;Annois;84;81.2;85.6;6.4;8;6.2;2.5;0;49.3;23.4;1
02020;Any-Martin-Rieux;109;77.5;87.8;7.2;11.8;6.9;4.6;0;47.7;24;2
02021;Archon;20;53.8;92.3;9.5;22.2;6.3;6.3;0;50.6;24.7;1
02022;Arcy-Sainte-Restitue;77;69.6;79.4;5.1;11.6;5.3;4.4;0;53.8;19.2;6
02023;Armentières-sur-Ourcq;15;82.6;81.8;7.7;9;10.3;2.6;0;60.8;14.7;0
02024;Arrancy;15;85.7;100;8.1;10.8;8.1;5.4;0;48.9;31.1;0
02025;Artemps;62;83.9;91;7.2;11.1;8.1;4.8;0;53.8;16.8;2
02027;Assis-sur-Serre;46;75.8;86.8;8;7.5;4.6;2.3;0;52.8;22;2
02028;Athies-sous-Laon;516;79.3;91.1;6.4;10.9;7.1;3.4;9.1;51.2;19.9;12
02029;Attilly;69;83.1;92.5;6.3;11.1;9.3;7.1;0;54.6;19.6;0
02030;Aubencheul-aux-Bois;69;67.5;93.4;7.4;9.7;3.3;1;0;48.7;27.2;5
02031;Aubenton;140;69.8;75.4;6.8;5.2;3.8;3.6;0.3;49.6;21.3;9
02032;Aubigny-aux-Kaisnes;32;65.4;68.6;7.1;7.7;2.7;0.5;0;54.5;12.6;1
02033;Aubigny-en-Laonnois;17;94.7;90;10.6;8.2;4.7;7.1;0;59;16.2;0
02034;Audignicourt;11;82.6;87.5;7.2;10.8;1.2;10.8;0;55.9;9.3;0
02035;Audigny;39;66.9;87.5;7;12.8;4.8;1.6;0;49;13.8;7
02036;Augy;13;75;100;3.5;10.5;1.8;1.8;0;56.9;18.1;1
02037;Aulnois-sous-Laon;262;77;87;7;9.6;5.4;4.1;14.1;49.7;19;9
02038;Les Autels;21;28.6;77.8;5.7;3.8;3.8;3.8;0;46;34.9;2
02039;Autremencourt;24;76;81.3;6.4;9.6;4;1.6;0;45.7;13.7;4
02040;Autreppes;32;73;90.9;8;5.6;8;7.2;0;49.4;18;0
02041;Autreville;189;78.3;86.7;6;12.5;4.6;2.1;0.3;50.2;23.1;4
02042;Azy-sur-Marne;92;83.4;95.1;7.2;9.3;6.3;4.1;0;49.7;24.1;4
02043;Bagneux;11;46.7;100;4.1;12.2;4.1;0;0;58.5;16.9;0
02044;Bancigny;5;25;100;25;12.5;0;0;0;45.8;20.8;1
02046;Barenton-Bugny;101;82.2;90.7;6.7;11.3;6.9;2.1;0;54.6;18.2;4
02047;Barenton-Cel;27;90;100;7.2;5.2;2.1;7.2;0;56.5;25;0
02048;Barenton-sur-Serre;17;89.3;93.1;6.4;11.7;6.4;6.4;0;55.5;13.3;0
02049;Barisis-aux-Bois;172;78.5;94.5;5.2;14.6;9;3.3;0;50;23.2;7
02050;Barzy-en-Thiérache;64;82.1;91.8;4.4;8.7;7;1.3;0;48.4;20;2
02051;Barzy-sur-Marne;96;82.6;91.3;5.3;8.3;5.6;5.3;0;49.9;24.5;2
02052;Bassoles-Aulers;26;78.6;86.4;5.9;12.9;7.9;1;0;51.5;19.9;4
02053;Vallées en Champagne;122;93.3;91.3;6.8;10.7;7.1;5.5;0;51.2;21.4;6
02054;Bazoches-et-Saint-Thibaut;93;88.7;95.1;4.5;14.4;6.7;6.7;0;52.9;17.5;5
02055;Beaumé;30;84.6;70.6;6.5;7.8;2.6;3.9;0;47.2;34.8;3
02056;Beaumont-en-Beine;26;85.3;88.6;5.8;10.7;4.1;4.1;0;52;14.7;3
02057;Beaurevoir;324;72.3;76.4;8.2;7.9;3.5;2.7;10.8;47.7;23;8
02058;Beaurieux;121;75.8;90.2;5.2;10.8;4.3;3.3;10.2;50.8;14.3;10
02059;Beautor;543;52.7;71;5.5;5.2;2.8;1.3;19.4;48.9;20;24
02060;Beauvois-en-Vermandois;56;82;86.6;6.8;8.1;7.3;2.9;0;53.6;22.1;3
02061;Becquigny;31;67.3;77.8;7.4;10.9;2.9;2.3;0;51.6;12.8;2
02062;Belleau;30;95.5;91.7;3;13.1;8.1;6.1;0;50.4;21.8;1
02063;Bellenglise;72;67.6;85.7;11.3;10.5;9.1;2.2;0;51.4;19;5
02064;Belleu;1167;71.2;82.3;5.1;7.8;5;3.4;36.9;44;31;25
02065;Bellicourt;111;69.7;86.1;4.7;10;6.2;2.9;1.7;49.7;18.9;4
02066;Benay;35;86.7;83.3;9.5;15.6;7.5;2;0;55.1;18.4;2
02067;Bergues-sur-Sambre;46;64.9;86.8;8.8;8.2;5.7;3.8;0;51.7;22;2
02068;Berlancourt;19;100;82.4;9.4;9.4;7.8;14.1;0;47.7;22.7;0
02069;Berlise;28;61.1;89.5;9;1.3;3.8;2.6;0;43;27.1;2
02070;Bernot;84;67.1;83.5;6.4;11.2;7.3;2.7;0;50.6;19;3
02071;Berny-Rivière;124;87;93.9;5.7;11.2;6.8;6.3;0;51;19.1;4
02072;Berrieux;29;87.2;85.4;8.3;12.8;6;6;0;58.2;15.8;1
02073;Berry-au-Bac;108;79.6;81.3;3.6;11.3;6.1;2.9;9.5;53.5;15.7;11
02074;Bertaucourt-Epourdon;99;73.5;89;3.8;13.2;9.2;0.9;0.4;51.5;16.7;10
02075;Berthenicourt;36;75;90.6;5.4;20.1;7.4;6.7;0;57.1;18.4;4
02076;Bertricourt;12;84.8;97.1;3.8;20;8.6;1;0;58.3;7.7;4
02078;Besmé;23;55.2;92.9;6.2;10.7;1.8;0.9;0;47.6;14;1
02079;Besmont;41;75;93.1;9.1;5;6.6;2.5;0;49.3;27.6;2
02080;Besny-et-Loizy;67;80.9;85.5;2.6;12.9;13.6;7.5;5.6;56.3;20.5;3
02081;Béthancourt-en-Vaux;69;81.9;90.2;8.1;11.8;6.5;3.7;0;53.3;16;2
02082;Beugneux;18;87.5;84.6;9.8;6.1;11;1.2;0;54.1;16.2;2
02083;Beuvardes;130;80.7;88;4.1;9.3;7.7;3.5;0.3;53.6;17.3;9
02084;Bézu-le-Guéry;33;81.9;90.8;7.6;14.5;9.1;3.7;0;57.1;13;4
02085;Bézu-Saint-Germain;82;86.7;92.5;6.7;14.1;7.7;2.8;7.3;54.5;8.1;6
02086;Bichancourt;206;79.4;88.2;5.4;9.1;6.2;2.2;0;51.2;20.6;8
02087;Bieuxy;7;100;62.5;3.8;19.2;7.7;3.8;0;55.9;20.6;0
02088;Bièvres;19;72.2;100;7.1;16.1;16.1;7.1;0;48.8;21.2;0
02089;Billy-sur-Aisne;300;84;90.7;4.5;9;6.3;4.5;0.2;48.3;26.2;9
02090;Billy-sur-Ourcq;27;81.1;83.8;4.3;13.7;5.8;6.5;0;52.3;13.3;2
02091;Blanzy-lès-Fismes;23;93.7;95.2;5.6;14.1;5.6;8.5;0;51.6;24.2;0
02093;Blérancourt;263;59;82.9;5.7;8.5;4.1;3.6;7.3;47.1;20.2;9
02094;Blesmes;85;80.7;96.3;6.7;13.4;7;4.9;0;49.5;18.2;0
02095;Bohain-en-Vermandois;1171;43.1;64.1;9;3.4;2.2;1.6;12.8;46;20.5;37
02096;Bois-lès-Pargny;36;84.4;93.1;5.8;10.2;10.9;2.2;0;52.1;18.6;5
02097;Boncourt;52;82.4;95.1;5.4;10.8;3.1;4.6;1;49.5;20;2
02098;Bonneil;64;86.2;88.6;6.1;7.9;6.8;4;0;52.8;16.9;4
02099;Bonnesvalyn;21;87;90.2;9.4;11.2;7.5;5;0;60.2;9.5;3
02100;Bony;15;76;89.3;8.2;17.5;10.3;6.2;0;54.3;10.9;4
02101;Bosmont-sur-Serre;46;88;77.4;3.9;10.2;11;2.4;0;45.6;24.6;1
02102;Bouconville-Vauclair;42;77.8;81.8;7.6;14.4;5.3;7.6;1.3;47.8;22.3;2
02103;Boué;297;73.2;82.4;8.8;9.1;3.7;2;19.1;46;22.3;12
02104;Bouffignereux;22;80;100;9.1;6.5;6.5;9.1;0;54.5;22.2;0
02105;Bouresches;38;67.6;84.4;5.8;10.1;3.6;4.3;0;51.8;19.7;4
02106;Bourg-et-Comin;209;70.8;76.7;3.8;9.5;3.5;2.2;8.2;44.7;25.8;12
02107;Bourguignon-sous-Coucy;18;80;64.7;6.8;8.2;6.8;1.4;0;49.5;17.1;1
02108;Bourguignon-sous-Montbavin;37;83.9;94.1;6.2;8.9;17;8.9;0;47.5;23.4;0
02109;La Bouteille;103;65.9;84.3;9.1;10.2;4.7;2.5;1.5;50.1;21.9;1
02110;Braine;541;72.1;81.7;5.4;8.1;4.8;2.7;20.1;47.7;24.3;22
02111;Brancourt-en-Laonnois;114;81.5;81.4;5.9;21.1;6.4;2;0;51.9;15.8;5
02112;Brancourt-le-Grand;106;80.7;89.7;7.3;11.5;5.1;4.8;0;55.1;19.2;10
02114;Brasles;497;76.9;87.4;5.1;10;4.9;4.1;16.6;44.4;31.9;12
02115;Braye-en-Laonnois;41;68.7;86.5;7.4;8.1;3.4;0.7;0;49.7;22.1;3
02116;Braye-en-Thiérache;46;73.7;89.5;6.4;8.3;4.6;5.5;0;48.1;32.3;1
02117;Bray-Saint-Christophe;10;80;100;13.5;13.5;1.9;5.8;0;54.5;15.2;0
02118;Braye;26;88;87.5;4.1;3.1;7.1;3.1;0;53.1;20;0
02119;Brécy;54;89.2;93;6.7;7.5;3.2;7.9;0;56.4;16.8;7
02120;Brenelle;45;65.7;97.2;2.7;8.9;5.5;3.4;0;49.5;23;1
02121;Breny;42;70.6;78.3;11.6;4.7;3.2;1.6;0;54.5;17.6;1
02122;Brie;18;87.5;100;9.3;14;7;9.3;0;41.8;32.7;1
02123;Brissay-Choigny;64;75.4;90.3;3.4;8.9;5.9;4.7;0;52.6;21.3;3
02124;Brissy-Hamégicourt;151;79;86.2;7.3;7.7;7.7;4.8;0;51;23.1;3
02125;Brumetz;21;77.5;89.5;6.9;6.9;6.9;1.5;0;56.8;11.5;0
02126;Brunehamel;124;59.2;90.2;8.8;4.3;5.5;3.1;7.9;45.9;27.8;2
02127;Bruyères-sur-Fère;40;85.7;96.6;5.4;4.7;2.7;2.7;0;51.6;20.8;1
02128;Bruyères-et-Montbérault;370;84.9;90;6.4;11.6;9.5;8.1;6.9;49.1;25.6;15
02129;Bruys;4;100;75;0;20;20;26.7;0;57.9;21.1;0
02130;Bucilly;41;72.4;91.2;5.4;9.5;9.5;4.8;0;53.9;20.7;3
02131;Bucy-le-Long;423;83.2;82.5;5.7;12.9;8.1;4.4;6.5;50.6;22.4;14
02132;Bucy-lès-Cerny;24;85.7;88.1;5.1;13.9;13.1;6.6;0;54.8;12.7;0
02133;Bucy-lès-Pierrepont;72;67.5;89.5;8;7.9;4.7;3.6;0;51.8;18;4
02134;Buire;199;73.6;85;7.5;9.2;5.3;3.2;9.5;48.9;23.4;4
02135;Buironfosse;269;71.2;79.6;8.7;7.6;2.9;2.2;10.9;49.2;23.4;7
02136;Burelles;23;68.4;84.6;7.9;9.9;6.9;5;0;56.2;18;1
02137;Bussiares;16;73.3;92.6;6.5;19.4;5.4;4.3;0;54.2;10.7;1
02138;Buzancy;38;71.8;83.9;3.5;13.5;9.2;4.3;0;54.7;18.9;4
02139;Caillouël-Crépigny;110;77.4;91;5.1;10.1;10.4;5.7;0;45.5;24.6;0
02140;Camelin;79;71;90.5;4.6;9.5;5.5;3.1;0;50.6;17.3;7
02141;La Capelle;445;60.5;71.6;10.1;7.2;2.9;1.6;22.1;48.7;25.1;9
02142;Castres;42;80.8;97.9;6.1;14;7.3;7.8;0;52.6;16.6;1
02143;Le Catelet;36;81.1;76.5;11.4;7.9;5;2.1;0;49.5;19.8;2
02144;Caulaincourt;16;83.3;96.4;2;16;20;8;0;55.6;11.1;0
02145;Caumont;93;78.1;91.5;5.4;12.5;9.8;3.4;0.5;54.5;17.1;3
02146;Celles-lès-Condé;20;76.5;86.7;10.1;8.7;10.1;8.7;0;49.4;21.3;0
02148;Celles-sur-Aisne;42;91.2;91.4;3.7;7.8;5.7;2.6;0;54.8;16.2;3
02149;Cerizy;11;63.6;100;6.8;15.9;4.5;6.8;0;51.7;18.3;0
02150;Cerny-en-Laonnois;13;80;90.9;14.9;10.6;0;2.1;7.7;51.6;21;0
02151;Cerny-lès-Bucy;21;94.7;100;3.4;6.7;13.5;7.9;0;53.9;18.3;3
02152;Cerseuil;22;93.3;88.2;1.5;7.4;2.9;8.8;2.6;48.3;25.8;1
02153;Cessières-Suzy;153;86.7;91.4;4.2;16.2;14.7;5.7;3.6;52.4;19.8;6
02154;Chacrise;58;83.1;91.5;8.5;10.3;10.3;7.6;0;55.4;15.8;1
02155;Chaillevois;41;80.6;76.5;3.4;14.5;5.5;6.2;1.2;49.2;23.4;0
02156;Chalandry;39;71.4;83.7;7.9;13.5;5.1;6.7;0;52.6;15;0
02157;Chambry;215;77.7;85.7;7.5;10;6.6;4.4;14.1;48.1;25.8;11
02158;Chamouille;35;79.4;89.7;6.4;10.6;12.8;5.3;18;51.1;13.1;1
02159;Champs;59;72.2;94.4;6.2;11.1;3.5;4.4;0;51;19.5;0
02160;Chaourse;122;65.5;82.9;7.4;7.9;2.4;1.9;0.5;46.8;23.1;1
02162;La Chapelle-sur-Chézy;33;83.9;82.1;2.1;10.5;3.7;2.6;0;51;11.1;2
02163;Charly-sur-Marne;524;78.3;83.3;5.5;8.4;5.1;3.3;17.7;48.4;20.3;20
02164;Le Charmel;72;84.7;94.4;4.8;6.9;8.1;2.8;0;48.9;22;2
02165;Charmes;382;75.8;83.7;4.9;8.6;6.8;2.4;7.4;47.5;23.1;12
02166;Chartèves;63;88;90;5.8;10.9;7.3;2.9;0;57;17.5;6
02167;Chassemy;131;83.8;92.4;5.4;10.8;6;2.8;0;52.8;14.8;10
02168;Château-Thierry;3195;60.5;71.6;6.3;7.8;6.1;5.5;32.8;47.8;20.9;171
02169;Châtillon-lès-Sons;16;82.4;80;9.5;12.7;4.8;3.2;3;54.2;19.3;1
02170;Châtillon-sur-Oise;30;69.6;82.6;4;11.9;5;5.9;0;51.6;24.2;1
02171;Chaudardes;14;94.4;100;4.6;15.4;7.7;0;0;53.4;15.9;1
02172;Chaudun;28;82.5;88.9;3.3;12;6;3.3;0;56.8;11.2;0
02173;Chauny;2381;62.6;74.3;5.5;8.1;6.5;4.3;25;48;20.8;94
